167457, -491520, 9921468
3043577, -491520, 12796887
6667580, -491520, 14642615
10681437, -491520, 15277935
14695288, -491520, 14642615
18319292, -491520, 12796887
21195412, -491520, 9921468
23042026, -491520, 6297917
23678325, -491520, 2281047
23043005, -491520, -1732810
21197277, -491520, -5356813
18321858, -491520, -8232933
14698307, -491520, -10079547
10681437, -491520, -10715841
12661900, -491520, -10402370
8644871, -491520, -11037720
4628155, -491520, -10400442
1005054, -491520, -8552936
-1869659, -491520, -5676104
-3713525, -491520, -2054660
-4348874, -491520, 1962364
-3711596, -491520, 5979080
-1864090, -491520, 9602180
1012743, -491520, 12476893
4634185, -491520, 14320765
8648037, -491520, 14956108
12664911, -491520, 14319812
16288460, -491520, 12473189
19163877, -491520, 9597060
21009610, -491520, 5973055
21644955, -491520, 1959198
21008659, -491520, -2057675
19162036, -491520, -5681225
16285907, -491520, -8556641
12661900, -491520, -10402370
14450006, -491520, -9491676
10826005, -491520, -11337439
6808977, -491520, -11972781
2792257, -491520, -11335494
-830842, -491520, -9487973
-3703694, -491520, -6613697
-5549454, -491520, -2989700
-6184797, -491520, 1027328
-5547508, -491520, 5044047
-3699987, -491520, 8667146
-825715, -491520, 11540003
2795267, -491520, 13384777
6812141, -491520, 14021103
10829015, -491520, 13384793
14452565, -491520, 11538159
17327985, -491520, 8662024
19172762, -491520, 5041037
19809087, -491520, 1024164
19172778, -491520, -2992710
17326144, -491520, -6616260
14450006, -491520, -9491676
15869102, -491520, -8072926
12992983, -491520, -10948367
9368984, -491520, -12794120
5351954, -491520, -13429452
1335236, -491520, -12792149
-2285299, -491520, -10946486
-5160736, -491520, -8070370
-7006489, -491520, -4446371
-7641820, -491520, -429341
-7004517, -491520, 3587377
-5158859, -491520, 7207915
-2285306, -491520, 10081483
1338243, -491520, 11928122
5355118, -491520, 12564433
9371991, -491520, 11928112
12995542, -491520, 10081475
15869114, -491520, 7207918
17715753, -491520, 3584370
18352064, -491520, -432504
17715744, -491520, -4449378
15869102, -491520, -8072926
16780233, -491520, -6285043
14933620, -491520, -9908606
12057502, -491520, -12784036
8433501, -491520, -14629778
4416471, -491520, -15265096
402769, -491520, -14628768
-3220790, -491520, -12782156
-6096220, -491520, -9906039
-7941961, -491520, -6282037
-8577278, -491520, -2265008
-7940956, -491520, 1748696
-6096203, -491520, 5369685
-3220789, -491520, 8245819
402762, -491520, 10092444
4419636, -491520, 10728743
8436508, -491520, 10092421
12057502, -491520, 8247667
14933636, -491520, 5372252
16780260, -491520, 1748701
17416560, -491520, -2268172
16780233, -491520, -6285043
17094184, -491520, -4303094
16457890, -491520, -8319969
14611276, -491520, -11943520
11735156, -491520, -14818940
8111153, -491520, -16664668
4097296, -491520, -17299982
80426, -491520, -16663688
-3543125, -491520, -14817074
-6418544, -491520, -11940954
-8264272, -491520, -8316951
-8899592, -491520, -4303094
-8264272, -491520, -289243
-6418544, -491520, 3334761
-3543125, -491520, 6210881
80426, -491520, 8057495
4097296, -491520, 8693794
8111153, -491520, 8058474
11735156, -491520, 6212746
14611276, -491520, 3337327
16457890, -491520, -286224
17094184, -491520, -4303094
